table;var;format;description;nomenclature
T_MCOaa_nnVALO;MNT_SDC_AM;num;Valorisation AM suppléments défibrillateur cardiaque;-
T_MCOaa_nnVALO;MNT_IVG_BR;num;Valorisation BR IVG;-
T_MCOaa_nnVALO;MNT_TOT_BR;num;"Valorisation totale BR du séjour.
C’est la somme de : 
mnt_mon, mnt_dmi, mnt_med_atu, mnt_ghs, mnt_exinf, mnt_ghs50, mnt_exh, mnt_supphd, mnt_suppent1, mnt_suppent2, mnt_suppent3, mnt_dip, mnt_po1, mnt_po2, mnt_po3, mnt_po4, mnt_po5, mnt_po6, mnt_po7, mnt_po8, mnt_po9, mnt_poa,mnt_9610, mnt_9619, mnt_9620,  mnt_9621, mnt_9622, mnt_9623, mnt_9625, mnt_9631, mnt_9632, mnt_9633, mnt_9615, mnt_rap, mnt_ant, mnt_rea, mnt_rep, mnt_si, mnt_sc, mnt_nn1, mnt_nn2, mnt_nn3, mnt_caisson, mnt_ivg, mnt_sdc
Pour les séjours AME et SU, c’est la somme de: 
mnt_mon, mnt_dmi, mnt_med_atu, mnt_ghs, mnt_exinf, mnt_ghs50, mnt_exh, mnt_supphd, mnt_suppent1, mnt_suppent2, mnt_suppent3, mnt_dip, mnt_9610, mnt_9619, mnt_9620,  mnt_9621, mnt_9622, mnt_9623, mnt_9625, mnt_9631, mnt_9632, mnt_9633, mnt_9615, mnt_rap, mnt_ant, mnt_rea, mnt_rep, mnt_si, mnt_sc, mnt_nn1, mnt_nn2, mnt_nn3, mnt_caisson,mnt_tjp20e, mnt_fjse, mnt_sdc
";-
T_MCOaa_nnVALO;COEFREP;num;coefficient de reprise;-
T_MCOaa_nnZ;ETA_NUM;char;Numéro FINESS e-PMSI;-
T_MCOaa_nnZ;ETE_GHS_NUM;num;Code du supplément (n° GHS);-
T_MCOaa_nnZ;GHS_SUP_COD;char;Code du supplément (n° GHS);-
T_MCOaa_nnZ;NBR_SUP;num;Nombre de suppléments (Nb actes menant dans le GHS);-
T_MCOaa_nnZ;RSA_NUM;char;N° d'index du RSA ;-
T_MCOaa_nnZ;RSS_NUM;char;Numéro de version du format du RSA;-
T_MCOaa_nnCSTC;ENT_DAT;Char;Date d'entrée;-
T_MCOaa_nnCSTC;ENT_DAT_RET;Char;Code retour contrôle « date de référence» (date d'entrée);-
T_MCOaa_nnCSTC;ETA_NUM;Char;N° FINESS;-
T_MCOaa_nnCSTC;EXE_SOI_AMD;char;Date d'entrée au format année + mois;-
T_MCOaa_nnCSTC;EXE_SOI_AMF;char;Date de sortie au format année + mois;-
T_MCOaa_nnCSTC;EXE_SOI_DTD;date;Date d'entrée;-
T_MCOaa_nnCSTC;EXE_SOI_DTF;date;Date de sortie ;-
T_MCOaa_nnCSTC;IAS_RET;Char;Code retour contrôle « n° d'identification administratif de séjour »;-
T_MCOaa_nnCSTC;NAI_RET;Char;Code retour contrôle « date de naissance »;-
T_MCOaa_nnCSTC;NIR_ANO_17;Char;N° Anonyme du patient;-
T_MCOaa_nnCSTC;NIR_RET;Char;Code retour contrôle « n° sécurité sociale »;-
T_MCOaa_nnCSTC;RNG_BEN;Char;Rang du bénéficiaire;-
T_MCOaa_nnCSTC;RNG_NAI;Char;Rang de naissance;-
T_MCOaa_nnCSTC;SEJ_NUM;Char;N° de séjour;-
T_MCOaa_nnCSTC;SEQ_NUM;Char;N° séquentiel;-
T_MCOaa_nnCSTC;SEX_RET;Char;Code retour contrôle « sexe »;-
T_MCOaa_nnCSTC;SOR_DAT;Char;Date de sortie;-
T_MCOaa_nnCSTC;RAC_MNT_PAT_RET;char;Code retour contrôle « Montant total du séjour facturé au patient «;-
T_MCOaa_nnCSTC;NBR_REJET_AMO_RET;char;Code retour contrôle « Rejet AMO «;-
T_MCOaa_nnCSTC;FAC_AMO_DT_RET;char;Code retour contrôle « Date de facturation AMO «;-
T_MCOaa_nnCSTC;FAC_AMC_DT_RET;char;Code retour contrôle « Date de facturation AMC «;-
T_MCOaa_nnCSTC;FAC_RAC_DT_RET;char;Code retour contrôle « Date de facturation patient «;-
T_MCOaa_nnCSTC;PAI_AMO_DT_RET;char;Code retour contrôle « Date de paiement AMO «;-
T_MCOaa_nnCSTC;PAI_AMC_DT_RET;char;Code retour contrôle « Date de paiement AMC «;-
T_MCOaa_nnCSTC;PAI_RAC_DT_RET;char;Code retour contrôle « Date de paiement patient «;-
T_MCOaa_nnCSTC;VALID_FAC_AMO_RET;char;Code retour contrôle « Statut FT AMO «;-
T_MCOaa_nnCSTC;VALID_FAC_AMC_RET;char;Code retour contrôle « Statut FT AMC «;-
T_MCOaa_nnCSTC;VALID_FAC_RAC_RET;char;Code retour contrôle « Statut FT patient «;-
T_MCOaa_nnCSTC;PAYS_ASS_PAT_RET;char;Code retour contrôle « Pays d’assurance social «;-
T_MCOaa_nnCSTC;RAC_MNT_PAT;num;Montant total du séjour facturé au patient;-
T_MCOaa_nnCSTC;NBR_REJET_AMO;char;Rejet AMO;-
T_MCOaa_nnCSTC;FAC_AMO_DT;char;Date de facturation AMO;-
T_MCOaa_nnCSTC;FAC_AMC_DT;char;Date de facturation AMC;-
T_MCOaa_nnCSTC;FAC_RAC_DT;char;Date de facturation patient;-
T_MCOaa_nnCSTC;PAI_AMO_DT;char;Date de paiement AMO;-
T_MCOaa_nnCSTC;PAI_AMC_DT;char;Date de paiement AMC;-
T_MCOaa_nnCSTC;PAI_RAC_DT;char;Date de paiement patient;-
T_MCOaa_nnCSTC;VALID_FAC_AMO;char;Statut FT AMO;-
T_MCOaa_nnCSTC;VALID_FAC_AMC;char;Statut FT AMC;-
T_MCOaa_nnCSTC;VALID_FAC_RAC;char;Statut FT patient;-
T_MCOaa_nnCSTC;PAYS_ASS_PAT;char;Pays d’assurance social;-
T_MCOaa_nnFASTC;AGE_ANN;num;Age (en années);-
T_MCOaa_nnFASTC;BDI_COD;char;Code géographique de résidence;-
T_MCOaa_nnFASTC;BDI_DEP;char;Code département de résidence;-
T_MCOaa_nnFASTC;COD_CIV;char;Code civilité ;-
T_MCOaa_nnFASTC;COD_SEX;char;Sexe ;-
T_MCOaa_nnFASTC;CTR_TYP;char;Type de contrat souscrit auprès d'un organisme complémentaire;-
T_MCOaa_nnFASTC;ETA_NUM;char;Numéro FINESS e-PMSI;-
T_MCOaa_nnFASTC;ETA_NUM_GEO;char;Numéro FINESS géographique;-
T_MCOaa_nnFASTC;EXO_TM;char;Justification d'exonération du TM ;-
T_MCOaa_nnFASTC;FIDES_TOP;char;Valorisé par FIDES;-
T_MCOaa_nnFASTC;GES_COD;char;Code gestion;-
T_MCOaa_nnFASTC;HON_AM_MNR;num;Total honoraire remboursable AM ;-
T_MCOaa_nnFASTC;HON_MNT;num;Total honoraire Facturé ;-
T_MCOaa_nnFASTC;HON_OC_MNR;num;Total remboursable OC pour les honoraires ;-
T_MCOaa_nnFASTC;NAT_ASS;char;Nature assurance ;-
T_MCOaa_nnFASTC;NOE_RGM;char;Code Gd régime ;-
T_MCOaa_nnFASTC;NON_SEJ_FAC_AM;char;Motif de la non facturation à l'assurance maladie;-
T_MCOaa_nnFASTC;NUM_DAT_AT;char;Numéro accident du travail ou date d’accident de droit commun;-
T_MCOaa_nnFASTC;NUM_FAC;char;N° Facture séquentiel;-
T_MCOaa_nnFASTC;OPE_NAT;char;Nature opération ;-
T_MCOaa_nnFASTC;ORG_CPL_NUM;char;N° d’organisme complémentaire;-
T_MCOaa_nnFASTC;PAS_OC_MNT;num;Total participation assuré avant OC ;-
T_MCOaa_nnFASTC;PAT_CMU;char;Patient bénéficiaire de la CMU;-
T_MCOaa_nnFASTC;PH_AMO_MNR;num;Total remboursable AMO Prestation hospitalières ;-
T_MCOaa_nnFASTC;PH_BRM;num;Total Base Remboursement Prestation hospitalière ;-
T_MCOaa_nnFASTC;PH_MNT;num;Montant total facturé pour PH ;-
T_MCOaa_nnFASTC;PH_OC_MNR;num;Total remboursable OC pour les PH ;-
T_MCOaa_nnFASTC;PS_IND;char;Indicateur du parcours de soins;-
T_MCOaa_nnFASTC;RNG_BEN;char;Rang de bénéficiaire;-
T_MCOaa_nnFASTC;RNG_NAI;char;Rang de naissance;-
T_MCOaa_nnFASTC;RSF_TYP;char;Type de format RSF (1 : ancien, 2 : nouveau);-
T_MCOaa_nnFASTC;SEJ_FAC_AM;char;Séjour facturable à l’assurance maladie;-
T_MCOaa_nnFASTC;SEQ_NUM;char;N° séquentiel;-
T_MCOaa_nnFASTC;SOR_ANN;char;Année de sortie;-
T_MCOaa_nnFASTC;SOR_MOI;char;Mois de sortie;-
T_MCOaa_nnFASTC;TYP_ART;char;Type d'enregistrement;-
T_MCOaa_nnFBSTC;ACT_COD;char;Code acte;-
T_MCOaa_nnFBSTC;ACT_COE;num;Coefficient;-
T_MCOaa_nnFBSTC;ACT_DNB;num;Dénombrement;-
T_MCOaa_nnFBSTC;ACT_NBR;num;Quantité;-
T_MCOaa_nnFBSTC;AMC_MNR;num;Montant remboursable par l'organisme complémentaire (AMC);-
T_MCOaa_nnFBSTC;AMO_MNR;num;Montant Remboursable par la caisse (AMO);-
T_MCOaa_nnFBSTC;COEF_MCO;num;Coefficient MCO ;-
T_MCOaa_nnFBSTC;DEL_DAT_ENT;num;Délai par rapport à la date d'entrée;-
T_MCOaa_nnFBSTC;ETA_NUM;char;Numéro FINESS e-PMSI;-
T_MCOaa_nnFBSTC;ETA_NUM_GEO;char;Numéro FINESS géographique;-
T_MCOaa_nnFBSTC;EXE_SPE;char;Spécialité exécutant;-
T_MCOaa_nnFBSTC;EXO_TM;char;Justification d'exonération du TM;-
T_MCOaa_nnFBSTC;HON_MNT;num;Montant des honoraires (dépassement compris) ou Montant total de la dépense pour PH;-
T_MCOaa_nnFBSTC;NUM_FAC;char;N° Facture séquentiel;-
T_MCOaa_nnFBSTC;PRI_UNI;num;Prix Unitaire;-
T_MCOaa_nnFBSTC;PSH_DMT;char;Discipline de prestation (ex DMT);-
T_MCOaa_nnFBSTC;PSH_MDT;char;Mode de traitement;-
T_MCOaa_nnFBSTC;REM_BAS;num;Montant Base remboursement;-
T_MCOaa_nnFBSTC;REM_TAU;num;Taux applicable à la prestation;-
T_MCOaa_nnFBSTC;RSF_TYP;char;Type de format RSF (1 : ancien, 2 : nouveau);-
T_MCOaa_nnFBSTC;SEQ_NUM;char;N° séquentiel;-
T_MCOaa_nnFBSTC;SOR_ANN;char;Année des soins;-
T_MCOaa_nnFBSTC;SOR_MOI;char;Mois des soins;-
T_MCOaa_nnFBSTC;TYP_ART;char;Type d'enregistrement;-
T_MCOaa_nnFBSTC;TYP_FPI;char;Type de prestation intermédiaire;-
T_MCOaa_nnFCSTC;ACT_COD;char;Code acte;-
T_MCOaa_nnFCSTC;ACT_COE;num;Coefficient;-
T_MCOaa_nnFCSTC;ACT_DNB;num;Dénombrement;-
T_MCOaa_nnFCSTC;ACT_NBR;num;Quantité;-
T_MCOaa_nnFCSTC;AMC_MNR;num;Montant remboursable par l'organisme complémentaire (AMC);-
T_MCOaa_nnFCSTC;AMO_MNR;num;Montant Remboursable par la caisse (AMO);-
T_MCOaa_nnFCSTC;COEF_MCO;num;Coefficient MCO ;-
T_MCOaa_nnFCSTC;CONSULT_MIG;char;Type d’unité fonctionnelle de consultations (*);-
T_MCOaa_nnFCSTC;DEL_DAT_ENT;num;Délai par rapport à la date d'entrée;-
T_MCOaa_nnFCSTC;ETA_NUM;char;Numéro FINESS e-PMSI;-
T_MCOaa_nnFCSTC;ETA_NUM_GEO;char;Numéro FINESS géographique;-
T_MCOaa_nnFCSTC;EXE_SPE;char;Spécialité exécutant;-
T_MCOaa_nnFCSTC;EXO_TM;char;Justification exo TM;-
T_MCOaa_nnFCSTC;HON_MNT;num;Montant des honoraire (dépassement compris) ou Montant total de la dépense pour PH;-
T_MCOaa_nnFCSTC;NUM_FAC;char;N° Facture séquentiel;-
T_MCOaa_nnFCSTC;PRI_UNI;num;Prix Unitaire;-
T_MCOaa_nnFCSTC;PSH_DMT;char;Discipline de prestation (ex DMT);-
T_MCOaa_nnFCSTC;PSH_MDT;char;Mode de traitement;-
T_MCOaa_nnFCSTC;REM_BAS;num;Montant Base remboursement;-
T_MCOaa_nnFCSTC;REM_TAU;num;Taux applicable à la prestation;-
T_MCOaa_nnFCSTC;RSF_TYP;char;Type de format RSF (1 : ancien, 2 : nouveau);-
T_MCOaa_nnFCSTC;SEQ_NUM;char;N° séquentiel;-
T_MCOaa_nnFCSTC;SOR_ANN;char;Année des soins;-
T_MCOaa_nnFCSTC;SOR_MOI;char;Mois des soins;-
T_MCOaa_nnFCSTC;TYP_ART;char;Type d'enregistrement;-
T_MCOaa_nnFHSTC;ACH_PRU_TTC;num;Prix d'achat unitaire TTC;-
T_MCOaa_nnFHSTC;DEL_DAT_ENT;num;Délai par rapport à la date d'entrée;-
T_MCOaa_nnFHSTC;ECRT_IND_MNT;num;Montant total de l'écart indemnisable;-
T_MCOaa_nnFHSTC;ECRT_IND_MTU;num;Montant unitaire de l'écart indemnisable;-
T_MCOaa_nnFHSTC;ENT_ANN;char;Année début de séjour;-
T_MCOaa_nnFHSTC;ENT_MOI;char;Mois de début de séjour;-
T_MCOaa_nnFHSTC;ETA_NUM;char;Numéro FINESS e-PMSI;-
T_MCOaa_nnFHSTC;ETA_NUM_GEO;char;Numéro FINESS géographique;-
T_MCOaa_nnFHSTC;FAC_MNT;num;Montant total facturé TTC;-
T_MCOaa_nnFHSTC;FRACT_COE;num;Coefficient de fractionnement;-
T_MCOaa_nnFHSTC;NUM_FAC;char;N° Facture séquentiel;-
T_MCOaa_nnFHSTC;QUA;num;Quantité;-
T_MCOaa_nnFHSTC;RSF_TYP;char;Type de format RSF (1 : ancien, 2 : nouveau);-
T_MCOaa_nnFHSTC;SEQ_NUM;char;N° séquentiel;-
T_MCOaa_nnFHSTC;TYP_ART;char;Type d'enregistrement;-
T_MCOaa_nnFHSTC;UCD_COD;char;Code UCD;-
T_MCOaa_nnFHSTC;UCD_UCD_COD;char;Code UCD (0 à gauche);-
T_MCOaa_nnFLSTC;ACT_NBR;num;Quantité acte;-
T_MCOaa_nnFLSTC;ANN_MOI;char;Mois et année;-
T_MCOaa_nnFLSTC;DEL_DAT_ENT;num;délai par rapport à la date d'entrée;-
T_MCOaa_nnFLSTC;ETA_NUM;char;Numéro FINESS e-PMSI;-
T_MCOaa_nnFLSTC;ETA_NUM_GEO;char;Numéro FINESS géographique;-
T_MCOaa_nnFLSTC;NABM_COD;char;Code acte;-
T_MCOaa_nnFLSTC;NUM_FAC;char;N° Facture séquentiel;-
T_MCOaa_nnFLSTC;PSH_DMT;char;Discipline de prestation (ex DMT);-
T_MCOaa_nnFLSTC;PSH_MDT;char;Mode de traitement;-
T_MCOaa_nnFLSTC;RSF_TYP;char;Type de format RSF (1 : ancien, 2 : nouveau);-
T_MCOaa_nnFLSTC;SEQ_NUM;char;N° séquentiel;-
T_MCOaa_nnFLSTC;TYP_ART;char;Type d'enregistrement;-
T_MCOaa_nnFMSTC;ACV_ACT;char;Activité;-
T_MCOaa_nnFMSTC;ANP_ACT;char;Code association d'actes non prévue;-
T_MCOaa_nnFMSTC;CCAM_COD;char;Code CCAM;-
T_MCOaa_nnFMSTC;DEL_DAT_ENT;num;Délai par rapport à la date d'entrée;-
T_MCOaa_nnFMSTC;DENT_NUM_1;char;N° dent 1;-
T_MCOaa_nnFMSTC;DENT_NUM_10;char;N° dent 10;-
T_MCOaa_nnFMSTC;DENT_NUM_11;char;N° dent 11;-
T_MCOaa_nnFMSTC;DENT_NUM_12;char;N° dent 12;-
T_MCOaa_nnFMSTC;DENT_NUM_13;char;N° dent 13;-
T_MCOaa_nnFMSTC;DENT_NUM_14;char;N° dent 14;-
T_MCOaa_nnFMSTC;DENT_NUM_15;char;N° dent 15;-
T_MCOaa_nnFMSTC;DENT_NUM_16;char;N° dent 16;-
T_MCOaa_nnFMSTC;DENT_NUM_2;char;N° dent 2;-
T_MCOaa_nnFMSTC;DENT_NUM_3;char;N° dent 3;-
T_MCOaa_nnFMSTC;DENT_NUM_4;char;N° dent 4;-
T_MCOaa_nnFMSTC;DENT_NUM_5;char;N° dent 5;-
T_MCOaa_nnFMSTC;DENT_NUM_6;char;N° dent 6;-
T_MCOaa_nnFMSTC;DENT_NUM_7;char;N° dent 7;-
T_MCOaa_nnFMSTC;DENT_NUM_8;char;N° dent 8;-
T_MCOaa_nnFMSTC;DENT_NUM_9;char;N° dent 9;-
T_MCOaa_nnFMSTC;DOC_ACT;char;Extension documentaire;-
T_MCOaa_nnFMSTC;ETA_NUM;char;Numéro FINESS e-PMSI;-
T_MCOaa_nnFMSTC;ETA_NUM_GEO;char;Numéro FINESS géographique;-
T_MCOaa_nnFMSTC;MOD_ACT1;char;Modificateur 1;-
T_MCOaa_nnFMSTC;MOD_ACT2;char;Modificateur 2;-
T_MCOaa_nnFMSTC;MOD_ACT3;char;Modificateur 3;-
T_MCOaa_nnFMSTC;MOD_ACT4;char;Modificateur 4;-
T_MCOaa_nnFMSTC;NUM_FAC;char;N° Facture séquentiel;-
T_MCOaa_nnFMSTC;PHA_ACT;char;Phase;-
T_MCOaa_nnFMSTC;PSH_DMT;char;Discipline de prestation (ex DMT);-
T_MCOaa_nnFMSTC;PSH_MDT;char;Mode de traitement;-
T_MCOaa_nnFMSTC;REM_EXP_ACT;char;Code remboursement sous condition;-
T_MCOaa_nnFMSTC;RSF_TYP;char;Type de format RSF (1 : ancien, 2 : nouveau);-
T_MCOaa_nnFMSTC;SEQ_NUM;char;N° séquentiel;-
T_MCOaa_nnFMSTC;SOR_ANN;char;Année de sortie;-
T_MCOaa_nnFMSTC;SOR_MOI;char;Mois de sortie;-
T_MCOaa_nnFMSTC;TYP_ART;char;Type d'enregistrement;-
T_MCOaa_nnFPSTC;DEL_DAT_ENT;num;Délai par rapport à la date d'entrée;-
T_MCOaa_nnFPSTC;ENT_ANN;char;Année début de séjour;-
T_MCOaa_nnFPSTC;ENT_MOI;char;Mois de début de séjour;-
T_MCOaa_nnFPSTC;ETA_NUM;char;Numéro FINESS e-PMSI;-
T_MCOaa_nnFPSTC;ETA_NUM_GEO;char;Numéro FINESS géographique;-
T_MCOaa_nnFPSTC;FAC_MNT;num;Montant total facturé;-
T_MCOaa_nnFPSTC;LPP_COD;char;Code référence LPP;-
T_MCOaa_nnFPSTC;LPP_PRI_UNI;num;Prix d'achat unitaire;-
T_MCOaa_nnFPSTC;LPP_PU_DEV;num;Tarif référence LPP ou Prix Unitaire sur devis;-
T_MCOaa_nnFPSTC;LPP_QUA;num;Quantité;-
T_MCOaa_nnFPSTC;MNT_UNI_ECA;num;Montant unitaire de l'écart indemnisable;-
T_MCOaa_nnFPSTC;NUM_FAC;char;N° Facture séquentiel;-
T_MCOaa_nnFPSTC;RSF_TYP;char;Type de format RSF (1 : ancien, 2 : nouveau);-
T_MCOaa_nnFPSTC;SEQ_NUM;char;N° séquentiel;-
T_MCOaa_nnFPSTC;TIP_PRS_IDE;num;Code référence LPP (format numérique);-
T_MCOaa_nnFPSTC;TOT_MNT_ECA;num;Montant total de l'écart indemnisable;-
T_MCOaa_nnFPSTC;TYP_ART;char;Type d'enregistrement;-
T_MCOaa_nnVALOACE;ETA_NUM;char;n°finess de l'établissement;-
T_MCOaa_nnVALOACE;fides;char;Variable «valorisé par fides« du RAFAEL-A;-
T_MCOaa_nnVALOACE;fides_ovalide;char;Indicateur (calculé par OVALIDE) servant à la valorisation FIDES;-
T_MCOaa_nnVALOACE;mnt_br;num;Montant Base de remboursement total ;-
T_MCOaa_nnVALOACE;mnt_br_atu;num;Montant Base de remboursement ATU;-
T_MCOaa_nnVALOACE;mnt_br_ccam;num;Montant Base de remboursement CCAM;-
T_MCOaa_nnVALOACE;mnt_br_dia;num;Montant Base de remboursement Alternative à la dialyse en centre;-
T_MCOaa_nnVALOACE;mnt_br_dm_ext;num;Montant Base de remboursement DM externe;-
T_MCOaa_nnVALOACE;mnt_br_ffm;num;Montant Base de remboursement FFM;-
T_MCOaa_nnVALOACE;mnt_br_ftn;num;Montant Base de remboursement FTN;-
T_MCOaa_nnVALOACE;MNT_BR_MED_EXT;num;Montant Base de remboursement Médicaments externe;-
T_MCOaa_nnVALOACE;mnt_br_ngap;num;Montant Base de remboursement NGAP;-
T_MCOaa_nnVALOACE;MNT_BR_PI;num;Montant Base de remboursement Prestations Intermédiares;-
T_MCOaa_nnVALOACE;mnt_br_se;num;Montant Base de remboursement SE;-
T_MCOaa_nnVALOACE;MNT_RAC;num;Montant remboursable par l'organisme complémentaire (AMC);-
T_MCOaa_nnVALOACE;mnt_remb;num;Montant Remboursé AM  total, y compris factures FIDES;-
T_MCOaa_nnVALOACE;mnt_remb_atu;num;Montant Remboursé AM ATU, y compris factures FIDES;-
T_MCOaa_nnVALOACE;mnt_remb_ccam;num;Montant Remboursé AM CCAM, y compris factures FIDES;-
T_MCOaa_nnVALOACE;mnt_remb_dia;num;Montant Remboursé AM Alternative à la dialyse en centre, y compris factures FIDES;-
T_MCOaa_nnVALOACE;mnt_remb_dm_ext;num;Montant Remboursé AM DM externe, y compris factures FIDES;-
T_MCOaa_nnVALOACE;mnt_remb_ffm;num;Montant Remboursé AM FFM, y compris factures FIDES;-
T_MCOaa_nnVALOACE;mnt_remb_ftn;num;Montant Remboursé AM FTN, y compris factures FIDES;-
T_MCOaa_nnVALOACE;MNT_REMB_MED_EXT;num;Montant Remboursé AM  Médicaments externe;-
T_MCOaa_nnVALOACE;mnt_remb_ngap;num;Montant Remboursé AM NGAP, y compris factures FIDES;-
T_MCOaa_nnVALOACE;MNT_REMB_PI;num;Montant Remboursé AM Prestations Intermédiares;-
T_MCOaa_nnVALOACE;mnt_remb_se;num;Montant Remboursé AM SE, y compris factures FIDES;-
T_MCOaa_nnVALOACE;mnt_val;num;Montant AM effectivement valorisé par OVALIDE;-
T_MCOaa_nnVALOACE;mnt_val_atu;num;Montant AM effectivement valorisé par OVALIDE ATU;-
T_MCOaa_nnVALOACE;mnt_val_ccam;num;Montant AM effectivement valorisé par OVALIDE CCAM;-
T_MCOaa_nnVALOACE;mnt_val_dia;num;Montant AM effectivement valorisé par OVALIDE Alternative à la dialyse en centre;-
T_MCOaa_nnVALOACE;mnt_val_dm_ext;num;Montant AM effectivement valorisé par OVALIDE DM externe;-
T_MCOaa_nnVALOACE;mnt_val_ffm;num;Montant AM effectivement valorisé par OVALIDE FFM;-
T_MCOaa_nnVALOACE;mnt_val_ftn;num;Montant AM effectivement valorisé par OVALIDE FTN;-
T_MCOaa_nnVALOACE;MNT_VAL_MED_EXT;num;Montant AM effectivement valorisé par OVALIDE Médicaments externe;-
T_MCOaa_nnVALOACE;mnt_val_ngap;num;Montant AM effectivement valorisé par OVALIDE NGAP;-
T_MCOaa_nnVALOACE;MNT_VAL_PI;num;Montant AM effectivement valorisé par OVALIDE PI;-
T_MCOaa_nnVALOACE;mnt_val_se;num;Montant AM effectivement valorisé par OVALIDE SE;-
T_MCOaa_nnVALOACE;nbligne;num;Nb lignes de la facture;-
T_MCOaa_nnVALOACE;NON_SEJ_FAC_AM;char;Variable «Motif de non facturation à l'assurance maladie« du RAFAEL-A;-
T_MCOaa_nnVALOACE;pf18;char;Participation forfaitaire 18 euros déduite sur la facture;-
T_MCOaa_nnVALOACE;SEJ_FAC_AM;char;Variable «Séjour facturable à l'assurance maladie« du RAFAEL-A;-
T_MCOaa_nnVALOACE;SEQ_NUM;char;n°  de facture séquentiel;-
T_MCOaa_nnVALOACE;valo;char;Type de valorisation du séjour;-
T_SSRaa_nnB;ETA_NUM;char;N° FINESS d'inscription e-PMSI;-
T_SSRaa_nnB;RHA_VER;char;N° version du format du RHA;-
T_SSRaa_nnB;GEN_VER;char;N° version de GENRHA;-
T_SSRaa_nnB;GRC_VER;char;Version de groupage Etablissement;-
T_SSRaa_nnB;GRC_GME;char;Groupage GME Etablissement;-
T_SSRaa_nnB;GRC_RET;char;Code retour GME Etablissement;-
T_SSRaa_nnB;GRC_TOP_ERR;char;Indicateur d’erreur GME Etablissement;-
T_SSRaa_nnB;GRG_VER;char;Version de groupage GENRHA;-
T_SSRaa_nnB;GRG_GME;char;Groupage GME GENRHA;-
T_SSRaa_nnB;GRG_RET;char;Code retour GME GENRHA;-
T_SSRaa_nnB;GRG_TOP_ERR;char;Indicateur d’erreur GME GENRHA;-
T_SSRaa_nnB;TYP_GEN_RHA;char;Type de génération automatique du RHA;-
T_SSRaa_nnB;RHA_NUM;char;N° Séquentiel du séjour;-
T_SSRaa_nnB;RHS_NUM;char;Numéro séquentiel du RHS;-
T_SSRaa_nnB;AGE_ANN;num;Age;-
T_SSRaa_nnB;COD_SEX;char;Sexe;-
T_SSRaa_nnB;BDI_COD;char;Code géographique de résidence;-
T_SSRaa_nnB;BDI_DEP;char;Code département de résidence;-
T_SSRaa_nnB;RHS_ANT_SEJ_ENT;num;Antériorité du RHS par rapport à l'entrée dans le séjour;-
T_SSRaa_nnB;MOI_ANN_SOR_SEJ;char;Mois/ Année de sortie du séjour;-
T_SSRaa_nnB;HOS_TYP_UM;char;Type d’hospitalisation UM;-
T_SSRaa_nnB;AUT_TYP_UM;char;Type d'autorisation d’UM;-
T_SSRaa_nnB;ETA_NUM_GEO;char;N° FINESS géographique;-
T_SSRaa_nnB;ENT_MOD;char;Mode d’entrée UM;-
T_SSRaa_nnB;ENT_PRV;char;Provenance;-
T_SSRaa_nnB;SOR_MOD;char;Mode de sortie UM;-
T_SSRaa_nnB;SOR_DES;char;Destination ;-
T_SSRaa_nnB;DEB_SEM;char;Semaine de début de séjour SSR;-
T_SSRaa_nnB;DEB_FIN;char;Semaine de fin de séjour SSR;-
T_SSRaa_nnB;SEJ_ANT;num;Antériorité du RHS par rapport à l'entrée dans l'UM;-
T_SSRaa_nnB;MOI_ANN;char;Mois Année du RHS;-
T_SSRaa_nnB;JP_HWE;char;Jours de présence hors week-end;-
T_SSRaa_nnB;JP_WE;char;Jours de présence en week-end;-
T_SSRaa_nnB;ANC_CHI;num;Ancienneté de la date chirurgicale;-
T_SSRaa_nnB;FP_PEC;char;Finalité principale de prise en charge;-
T_SSRaa_nnB;MOR_PRP;char;Manifestation morbide principale;-
T_SSRaa_nnB;ETL_AFF;char;Affection étiologique;-
T_SSRaa_nnB;HAB_DEP;char;Dépendance à l’habillage ou à la toilette;-
T_SSRaa_nnB;DPL_DEP;char;Dépendance au déplacement;-
T_SSRaa_nnB;ALI_DEP;char;Dépendance à l’alimentation;-
T_SSRaa_nnB;CON_DEP;char;Dépendance à la continence;-
T_SSRaa_nnB;CPT_DEP;char;Dépendance au comportement;-
T_SSRaa_nnB;REL_DEP;char;Dépendance à la relation;-
T_SSRaa_nnB;NBR_DGN;num;Nombre de diagnostics associés dans ce RHS (n1);-
T_SSRaa_nnB;NBR_CSARR;num;Nombre d'actes CSARR dans ce RHS (n2);-
T_SSRaa_nnB;NBR_CCAM;num;Nombre d'actes CCAM dans ce RHS (n3);-
T_SSRaa_nnB;REHOS_PRJ_THP;char;Poursuite du même projet thérapeutique;-
T_SSRaa_nnB;GMT_NUM;char;GMT;-
T_SSRaa_nnB;EXB_TOP;char;Indicateur d'appartenance à la zone basse;-
T_SSRaa_nnB;EXB_NBJ;num;Nombre de journées du supplément zone basse;-
T_SSRaa_nnB;EXH_NBJ;num;Nombre de journées en zone haute;-
T_SSRaa_nnB;LIT_DEDIE;Char;Lit identifié soins palliatifs (LISP);-
T_SSRaa_nnB;SCORE_RR;num;Score RR;-
T_SSRaa_nnB;TYP_US;Char;Type unité spécifique;-
T_SSRaa_nnC;ETA_NUM;char;N° FINESS ;-
T_SSRaa_nnC;MOI_LUN_1S;char;Mois du lundi de la première semaine du séjour dans l'année (SSR) ;-
